Variant,Cases,Events,Median duration,Median duration (milliseconds),Mean duration,Mean duration (milliseconds),Step 1,Step 2,Step 3,Step 4,Step 5,Step 6,Step 7,Step 8,Step 9,Step 10,Step 11,Step 12,Step 13,Step 14,Step 15,Step 16,Step 17,Step 18,Step 19,Step 20,Step 21,Step 22,Step 23,Step 24,Step 25,Step 26,Step 27,Step 28,Step 29,Step 30,Step 31,Step 32,Step 33,Step 34,Step 35,Step 36,Step 37,Step 38,Step 39,Step 40,Step 41,Step 42,Step 43,Step 44,Step 45,Step 46,Step 47,Step 48,Step 49,Step 50,Step 51,Step 52,Step 53,Step 54,Step 55,Step 56,Step 57,Step 58,Step 59,Step 60,Step 61,Step 62,Step 63,Step 64,Step 65,Step 66,Step 67,Step 68,Step 69,Step 70,Step 71,Step 72,Step 73,Step 74,Step 75,Step 76,Step 77,Step 78,Step 79,Step 80,Step 81,Step 82,Step 83,Step 84,Step 85,Step 86,Step 87,Step 88,Step 89,Step 90,Step 91,Step 92,Step 93,Step 94,Step 95,Step 96,Step 97,Step 98,Step 99,Step 100,Step 101,Step 102,Step 103,Step 104,Step 105,Step 106,Step 107,Step 108,Step 109,Step 110,Step 111,Step 112,Step 113,Step 114,Step 115,Step 116,Step 117,Step 118,Step 119,Step 120,Step 121,Step 122,Step 123
Variant 1030,1,9,"15 days, 11 hours",1337634000,"15 days, 11 hours",1337634000,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Wait - User,Accepted + Assigned,Accepted + In Progress,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1031,1,13,"15 days, 3 hours",1308147000,"15 days, 3 hours",1308147000,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + Wait - Implementation,Accepted + In Progress,Accepted + Wait - Implementation,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1032,1,9,"10 days, 3 hours",877897000,"10 days, 3 hours",877897000,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Wait,Accepted + Wait - User,Accepted + Wait - User,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1033,1,15,"9 days, 2 hours",787111000,"9 days, 2 hours",787111000,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Wait,Queued + Awaiting Assignment,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + Wait,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1034,1,10,"16 days, 1 hour",1386584000,"16 days, 1 hour",1386584000,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + In Progress,Accepted + Wait - User,Accepted + Wait - User,Accepted + In Progress,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1035,1,21,"28 days, 17 hours",2481612000,"28 days, 17 hours",2481612000,Queued + Awaiting Assignment,Accepted + In Progress,Completed + Resolved,Completed + Closed,Accepted + In Progress,Accepted + Wait - User,Accepted + Wait - User,Accepted + In Progress,Accepted + Wait,Accepted + In Progress,Queued + Awaiting Assignment,Queued + Awaiting Assignment,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Wait,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Wait - User,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1036,1,8,"14 days, 16 hours",1269853000,"14 days, 16 hours",1269853000,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Wait,Accepted + Wait - User,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1037,1,6,"16 days, 16 hours",1440006000,"16 days, 16 hours",1440006000,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Wait,Accepted + Wait - User,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1038,1,32,"15 days, 14 hours",1349537000,"15 days, 14 hours",1349537000,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Wait - User,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Wait - User,Accepted + Wait - Implementation,Accepted + Wait - User,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + Wait - User,Accepted + In Progress,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1039,1,17,"10 days, 14 hours",916490000,"10 days, 14 hours",916490000,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + Wait - User,Accepted + Wait - User,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + Wait - User,Queued + Awaiting Assignment,Accepted + In Progress,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1040,1,32,"17 days, 14 hours",1521192000,"17 days, 14 hours",1521192000,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + Wait - User,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + Wait - User,Accepted + Wait - Vendor,Accepted + In Progress,Accepted + Wait - User,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + Wait - User,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + Wait - User,Accepted + In Progress,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1041,1,23,"16 days, 21 hours",1461357000,"16 days, 21 hours",1461357000,Accepted + In Progress,Accepted + In Progress,Completed + In Call,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Queued + Awaiting Assignment,Accepted + In Progress,Completed + Resolved,Queued + Awaiting Assignment,Accepted + In Progress,Completed + Resolved,Queued + Awaiting Assignment,Accepted + In Progress,Completed + Resolved,Queued + Awaiting Assignment,Accepted + In Progress,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1042,1,14,"28 days, 20 hours",2492478000,"28 days, 20 hours",2492478000,Accepted + In Progress,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Wait - User,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Wait - User,Accepted + In Progress,Accepted + Wait - User,Accepted + In Progress,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1043,1,20,"20 days, 15 hours",1784958000,"20 days, 15 hours",1784958000,Accepted + In Progress,Accepted + In Progress,Accepted + Wait,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + Wait - User,Accepted + In Progress,Accepted + Wait - User,Accepted + In Progress,Accepted + Wait - User,Accepted + In Progress,Accepted + Wait - User,Accepted + In Progress,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1044,1,27,"16 days, 17 hours",1444117000,"16 days, 17 hours",1444117000,Accepted + In Progress,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + Wait - User,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + Wait - User,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + Wait - User,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1045,1,15,"9 days, 16 hours",836191000,"9 days, 16 hours",836191000,Accepted + In Progress,Accepted + In Progress,Accepted + Wait - User,Accepted + Assigned,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + Wait - User,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Wait - User,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1046,1,22,"15 days, 16 hours",1355639000,"15 days, 16 hours",1355639000,Accepted + In Progress,Accepted + In Progress,Accepted + Wait - Implementation,Accepted + In Progress,Accepted + Wait - User,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Wait - User,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Wait - User,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + Wait - User,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1047,1,16,"9 days, 16 hours",836556000,"9 days, 16 hours",836556000,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + Wait - User,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1048,1,20,"15 days, 15 hours",1353162000,"15 days, 15 hours",1353162000,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Wait - Implementation,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1049,1,19,"15 days, 16 hours",1355903000,"15 days, 16 hours",1355903000,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1050,1,7,"15 days, 16 hours",1353747000,"15 days, 16 hours",1353747000,Accepted + In Progress,Accepted + In Progress,Accepted + Wait,Accepted + Wait - User,Accepted + In Progress,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1051,1,27,"9 days, 17 hours",839887000,"9 days, 17 hours",839887000,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Wait - User,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + Wait - User,Accepted + In Progress,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1052,1,17,"10 days, 16 hours",921665000,"10 days, 16 hours",921665000,Accepted + In Progress,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Wait - Implementation,Completed + Resolved,Completed + Closed,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Wait - User,Accepted + In Progress,Accepted + Wait - User,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1053,1,13,"20 days, 16 hours",1787695000,"20 days, 16 hours",1787695000,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Wait - User,Accepted + In Progress,Accepted + Wait - User,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Wait - User,Accepted + In Progress,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1054,1,19,"9 days, 15 hours",833931000,"9 days, 15 hours",833931000,Accepted + In Progress,Accepted + In Progress,Accepted + Wait - User,Accepted + Wait - User,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Wait - User,Completed + Resolved,Completed + Closed,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Wait - User,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Wait - User,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1055,1,16,"17 days, 14 hours",1521674000,"17 days, 14 hours",1521674000,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + Wait,Accepted + In Progress,Accepted + Wait - User,Accepted + In Progress,Accepted + Wait - User,Accepted + In Progress,Accepted + Wait - User,Accepted + In Progress,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1056,1,29,"16 days, 15 hours",1436552000,"16 days, 15 hours",1436552000,Accepted + In Progress,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + Wait,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Wait,Accepted + In Progress,Accepted + Wait - Implementation,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + Wait - User,Accepted + In Progress,Accepted + Wait - User,Accepted + In Progress,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1057,1,32,"21 days, 1 hour",1820192000,"21 days, 1 hour",1820192000,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Wait - User,Completed + Resolved,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Wait - User,Accepted + Wait - User,Accepted + Wait - User,Accepted + Wait - User,Accepted + Wait - User,Accepted + Wait - User,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1058,1,21,"8 days, 14 hours",744167000,"8 days, 14 hours",744167000,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + Wait - User,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + Wait - User,Accepted + In Progress,Accepted + Wait - User,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + Wait - User,Accepted + In Progress,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1059,1,25,"14 days, 14 hours",1262565000,"14 days, 14 hours",1262565000,Accepted + In Progress,Accepted + In Progress,Completed + In Call,Completed + In Call,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + Wait - Implementation,Accepted + In Progress,Accepted + Wait - Implementation,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + Wait - Implementation,Accepted + In Progress,Accepted + Wait - User,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1060,1,18,"8 days, 14 hours",744156000,"8 days, 14 hours",744156000,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + Wait - User,Accepted + In Progress,Accepted + Wait,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Wait,Accepted + In Progress,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1061,1,19,"14 days, 13 hours",1257914000,"14 days, 13 hours",1257914000,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + Wait,Accepted + Wait - User,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + Wait - User,Accepted + In Progress,Accepted + Wait - User,Accepted + In Progress,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1062,1,15,"16 days, 14 hours",1434266000,"16 days, 14 hours",1434266000,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1063,1,13,"8 days, 3 hours",702974000,"8 days, 3 hours",702974000,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + Wait - User,Accepted + In Progress,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1064,1,62,"13 days, 2 hours",1133709000,"13 days, 2 hours",1133709000,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + Wait,Accepted + Wait,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Wait - User,Accepted + In Progress,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
