Variant,Cases,Events,Median duration,Median duration (milliseconds),Mean duration,Mean duration (milliseconds),Step 1,Step 2,Step 3,Step 4,Step 5,Step 6,Step 7,Step 8,Step 9,Step 10,Step 11,Step 12,Step 13,Step 14,Step 15,Step 16,Step 17,Step 18,Step 19,Step 20,Step 21,Step 22,Step 23,Step 24,Step 25,Step 26,Step 27,Step 28,Step 29,Step 30,Step 31,Step 32,Step 33,Step 34,Step 35,Step 36,Step 37,Step 38,Step 39,Step 40,Step 41,Step 42,Step 43,Step 44,Step 45,Step 46,Step 47,Step 48,Step 49,Step 50,Step 51,Step 52,Step 53,Step 54,Step 55,Step 56,Step 57,Step 58,Step 59,Step 60,Step 61,Step 62,Step 63,Step 64,Step 65,Step 66,Step 67,Step 68,Step 69,Step 70,Step 71,Step 72,Step 73,Step 74,Step 75,Step 76,Step 77,Step 78,Step 79,Step 80,Step 81,Step 82,Step 83,Step 84,Step 85,Step 86,Step 87,Step 88,Step 89,Step 90,Step 91,Step 92,Step 93,Step 94,Step 95,Step 96,Step 97,Step 98,Step 99,Step 100,Step 101,Step 102,Step 103,Step 104,Step 105,Step 106,Step 107,Step 108,Step 109,Step 110,Step 111,Step 112,Step 113,Step 114,Step 115,Step 116,Step 117,Step 118,Step 119,Step 120,Step 121,Step 122,Step 123,Step 124
Variant 672,1,56,"181 days, 13 hours",15686842000,"181 days, 13 hours",15686842000,01_HOOFD_010-complete,01_HOOFD_030_2-complete,08_AWB45_020_2-complete,01_HOOFD_490_5a-complete,01_HOOFD_510_2a-complete,01_HOOFD_011-complete,03_GBH_005-complete,01_HOOFD_015-complete,01_HOOFD_020-complete,01_HOOFD_030_1-complete,02_DRZ_010-complete,04_BPT_005-complete,01_HOOFD_061-complete,01_HOOFD_065_0-complete,01_HOOFD_110_0-complete,01_HOOFD_180-complete,08_AWB45_005-complete,08_AWB45_010-complete,08_AWB45_020_1-complete,08_AWB45_025-complete,08_AWB45_030-complete,08_AWB45_040-complete,08_AWB45_045-complete,08_AWB45_051_0-complete,01_HOOFD_193-complete,08_AWB45_005-complete,01_HOOFD_195-complete,01_HOOFD_196-complete,01_HOOFD_200-complete,01_HOOFD_250_1-complete,01_HOOFD_250_2-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_375-complete,01_HOOFD_370-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,13_CRD_010-complete,01_HOOFD_480-complete,01_HOOFD_490_1-complete,01_HOOFD_490_2-complete,01_HOOFD_490_1a-complete,01_HOOFD_491-complete,01_HOOFD_490_5-complete,01_HOOFD_494a-complete,01_HOOFD_490_4-complete,01_HOOFD_495-complete,01_HOOFD_500-complete,01_HOOFD_510_0-complete,01_HOOFD_510_4-complete,01_HOOFD_510_1-complete,01_HOOFD_510_2-complete,01_HOOFD_510_3-complete,01_HOOFD_515-complete,01_HOOFD_519-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 673,1,44,"130 days, 1 hour",11235600000,"130 days, 1 hour",11235600000,01_HOOFD_010-complete,01_HOOFD_011-complete,03_GBH_005-complete,01_HOOFD_015-complete,01_HOOFD_020-complete,01_HOOFD_030_1-complete,01_HOOFD_030_2-complete,02_DRZ_010-complete,04_BPT_005-complete,01_HOOFD_061-complete,01_HOOFD_065_2-complete,01_HOOFD_065_1-complete,01_HOOFD_110_1-complete,01_HOOFD_100_0-complete,01_HOOFD_110_2-complete,01_HOOFD_180-complete,08_AWB45_005-complete,01_HOOFD_195-complete,01_HOOFD_196-complete,01_HOOFD_200-complete,01_HOOFD_250_2-complete,01_HOOFD_250_1-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_375-complete,01_HOOFD_370-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,01_HOOFD_490_1-complete,01_HOOFD_491-complete,01_HOOFD_490_4-complete,01_HOOFD_490_5-complete,01_HOOFD_495-complete,01_HOOFD_500-complete,01_HOOFD_510_2-complete,01_HOOFD_510_1-complete,01_HOOFD_515-complete,01_HOOFD_510_3-complete,01_HOOFD_510_4-complete,01_HOOFD_519-complete,01_HOOFD_516-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 674,1,67,"153 days, 10 hours",13256235000,"153 days, 10 hours",13256235000,01_HOOFD_010-complete,08_AWB45_020_2-complete,01_HOOFD_030_2-complete,01_HOOFD_030_1-complete,01_HOOFD_065_2-complete,01_HOOFD_065_1-complete,01_HOOFD_011-complete,03_GBH_005-complete,01_HOOFD_015-complete,01_HOOFD_020-complete,02_DRZ_010-complete,04_BPT_005-complete,01_HOOFD_061-complete,01_HOOFD_065_2-complete,01_HOOFD_065_1-complete,08_AWB45_051_2-complete,01_HOOFD_099-complete,01_HOOFD_110_1-complete,01_HOOFD_110_2-complete,01_HOOFD_180-complete,08_AWB45_005-complete,08_AWB45_010-complete,08_AWB45_020_1-complete,08_AWB45_025-complete,08_AWB45_030-complete,08_AWB45_040-complete,08_AWB45_045-complete,08_AWB45_050-complete,08_AWB45_051_1-complete,01_HOOFD_190_1-complete,01_HOOFD_190_2-complete,01_HOOFD_193-complete,08_AWB45_005-complete,01_HOOFD_196-complete,01_HOOFD_195-complete,01_HOOFD_200-complete,01_HOOFD_250_1-complete,01_HOOFD_250_2-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_375-complete,01_HOOFD_370-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,01_HOOFD_490_1-complete,01_HOOFD_490_5-complete,01_BB_770-complete,01_HOOFD_810-complete,01_HOOFD_490_4-complete,01_HOOFD_491-complete,01_HOOFD_495-complete,01_HOOFD_500-complete,01_HOOFD_510_1-complete,01_HOOFD_510_2-complete,01_HOOFD_510_4-complete,01_HOOFD_510_3-complete,01_HOOFD_515-complete,01_HOOFD_519-complete,01_HOOFD_516-complete,01_BB_540-complete,01_BB_775-complete,01_HOOFD_814-complete,01_HOOFD_815-complete,01_HOOFD_820-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 675,1,43,13 days,1123200000,13 days,1123200000,01_HOOFD_010-complete,01_HOOFD_011-complete,03_GBH_005-complete,01_HOOFD_015-complete,01_HOOFD_020-complete,01_HOOFD_030_2-complete,01_HOOFD_030_1-complete,02_DRZ_010-complete,04_BPT_005-complete,01_HOOFD_061-complete,01_HOOFD_065_1-complete,01_HOOFD_065_2-complete,01_HOOFD_110_1-complete,01_HOOFD_110_2-complete,01_HOOFD_180-complete,08_AWB45_005-complete,01_HOOFD_195-complete,01_HOOFD_196-complete,01_HOOFD_200-complete,01_HOOFD_250_1-complete,01_HOOFD_250_2-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_375-complete,01_HOOFD_370-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,01_HOOFD_490_1-complete,01_HOOFD_491-complete,01_HOOFD_490_4-complete,01_HOOFD_490_5-complete,01_HOOFD_495-complete,01_HOOFD_500-complete,01_HOOFD_510_1-complete,01_HOOFD_510_2-complete,01_HOOFD_510_4-complete,01_HOOFD_515-complete,01_HOOFD_510_3-complete,01_HOOFD_519-complete,01_HOOFD_516-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 676,1,44,21 days,1814400000,21 days,1814400000,01_HOOFD_010-complete,01_HOOFD_011-complete,03_GBH_005-complete,01_HOOFD_015-complete,01_HOOFD_020-complete,01_HOOFD_030_2-complete,01_HOOFD_030_1-complete,02_DRZ_010-complete,04_BPT_005-complete,01_HOOFD_061-complete,01_HOOFD_065_1-complete,01_HOOFD_065_2-complete,01_HOOFD_110_1-complete,01_HOOFD_099-complete,01_HOOFD_110_2-complete,01_HOOFD_180-complete,08_AWB45_005-complete,01_HOOFD_195-complete,01_HOOFD_196-complete,01_HOOFD_200-complete,01_HOOFD_250_1-complete,01_HOOFD_250_2-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_370-complete,01_HOOFD_375-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,01_HOOFD_490_1-complete,01_HOOFD_491-complete,01_HOOFD_490_5-complete,01_HOOFD_490_4-complete,01_HOOFD_495-complete,01_HOOFD_500-complete,01_HOOFD_510_1-complete,01_HOOFD_510_2-complete,01_HOOFD_510_4-complete,01_HOOFD_510_3-complete,01_HOOFD_515-complete,01_HOOFD_519-complete,01_HOOFD_516-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 677,1,56,"52 days, 1 hour",4496400000,"52 days, 1 hour",4496400000,01_HOOFD_010-complete,01_HOOFD_011-complete,03_GBH_005-complete,01_HOOFD_015-complete,01_HOOFD_020-complete,01_HOOFD_030_1-complete,01_HOOFD_030_2-complete,02_DRZ_010-complete,04_BPT_005-complete,01_HOOFD_061-complete,01_HOOFD_065_1-complete,01_HOOFD_065_2-complete,01_HOOFD_110_1-complete,01_HOOFD_099-complete,01_HOOFD_110_2-complete,01_HOOFD_180-complete,08_AWB45_005-complete,08_AWB45_010-complete,08_AWB45_020_2-complete,08_AWB45_020_1-complete,08_AWB45_025-complete,08_AWB45_030-complete,08_AWB45_040-complete,08_AWB45_045-complete,08_AWB45_051_0-complete,01_HOOFD_190_1-complete,01_HOOFD_190_2-complete,01_HOOFD_193-complete,08_AWB45_005-complete,01_HOOFD_195-complete,01_HOOFD_196-complete,01_HOOFD_200-complete,01_HOOFD_250_2-complete,01_HOOFD_250_1-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_370-complete,01_HOOFD_375-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,01_HOOFD_490_1-complete,01_HOOFD_491-complete,01_HOOFD_490_4-complete,01_HOOFD_490_5-complete,01_HOOFD_495-complete,01_HOOFD_500-complete,01_HOOFD_510_1-complete,01_HOOFD_510_2-complete,01_HOOFD_510_4-complete,01_HOOFD_510_3-complete,01_HOOFD_515-complete,01_HOOFD_519-complete,01_HOOFD_516-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 678,1,56,14 days,1209600000,14 days,1209600000,01_HOOFD_010-complete,01_HOOFD_011-complete,03_GBH_005-complete,01_HOOFD_015-complete,01_HOOFD_020-complete,01_HOOFD_030_2-complete,01_HOOFD_030_1-complete,02_DRZ_010-complete,04_BPT_005-complete,01_HOOFD_061-complete,01_HOOFD_065_1-complete,01_HOOFD_065_2-complete,01_HOOFD_110_1-complete,01_HOOFD_099-complete,01_HOOFD_110_2-complete,01_HOOFD_180-complete,08_AWB45_005-complete,08_AWB45_010-complete,08_AWB45_020_2-complete,08_AWB45_020_1-complete,08_AWB45_025-complete,08_AWB45_030-complete,08_AWB45_040-complete,08_AWB45_045-complete,08_AWB45_050-complete,01_HOOFD_190_1-complete,01_HOOFD_190_2-complete,01_HOOFD_193-complete,08_AWB45_005-complete,01_HOOFD_195-complete,01_HOOFD_196-complete,01_HOOFD_200-complete,01_HOOFD_250_1-complete,01_HOOFD_250_2-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_375-complete,01_HOOFD_370-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,01_HOOFD_490_1-complete,01_HOOFD_491-complete,01_HOOFD_490_5-complete,01_HOOFD_490_4-complete,01_HOOFD_495-complete,01_HOOFD_500-complete,01_HOOFD_510_1-complete,01_HOOFD_510_2-complete,01_HOOFD_510_4-complete,01_HOOFD_510_3-complete,01_HOOFD_515-complete,01_HOOFD_519-complete,01_HOOFD_516-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 679,1,56,"41 days, 1 hour",3546000000,"41 days, 1 hour",3546000000,01_HOOFD_010-complete,01_HOOFD_011-complete,03_GBH_005-complete,01_HOOFD_015-complete,01_HOOFD_020-complete,01_HOOFD_030_2-complete,01_HOOFD_030_1-complete,08_AWB45_020_2-complete,02_DRZ_010-complete,04_BPT_005-complete,01_HOOFD_061-complete,01_HOOFD_065_1-complete,01_HOOFD_065_2-complete,01_HOOFD_099-complete,01_HOOFD_110_1-complete,01_HOOFD_110_2-complete,01_HOOFD_180-complete,08_AWB45_005-complete,08_AWB45_010-complete,08_AWB45_020_1-complete,08_AWB45_025-complete,08_AWB45_030-complete,08_AWB45_040-complete,08_AWB45_045-complete,08_AWB45_051_0-complete,01_HOOFD_190_1-complete,01_HOOFD_190_2-complete,01_HOOFD_193-complete,08_AWB45_005-complete,01_HOOFD_195-complete,01_HOOFD_196-complete,01_HOOFD_200-complete,01_HOOFD_250_1-complete,01_HOOFD_250_2-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_375-complete,01_HOOFD_370-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,01_HOOFD_490_1-complete,01_HOOFD_491-complete,01_HOOFD_490_4-complete,01_HOOFD_490_5-complete,01_HOOFD_495-complete,01_HOOFD_500-complete,01_HOOFD_510_2-complete,01_HOOFD_510_1-complete,01_HOOFD_510_3-complete,01_HOOFD_510_4-complete,01_HOOFD_515-complete,01_HOOFD_519-complete,01_HOOFD_516-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 680,1,62,"45 days, 10 hours",3925275000,"45 days, 10 hours",3925275000,01_HOOFD_010-complete,12_AP_020_2-complete,01_HOOFD_490_5a-complete,01_HOOFD_011-complete,01_HOOFD_015-complete,03_GBH_005-complete,01_HOOFD_020-complete,01_HOOFD_030_1-complete,02_DRZ_010-complete,04_BPT_005-complete,01_HOOFD_061-complete,01_HOOFD_065_0-complete,01_HOOFD_110_0-complete,01_HOOFD_180-complete,08_AWB45_005-complete,01_HOOFD_195-complete,01_HOOFD_196-complete,01_HOOFD_200-complete,01_HOOFD_250_1-complete,01_HOOFD_250_2-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_370-complete,01_HOOFD_375-complete,01_HOOFD_380-complete,12_AP_010-complete,12_AP_011-complete,12_AP_020_0-complete,12_AP_020_1-complete,12_AP_025-complete,12_AP_030-complete,12_AP_050-complete,12_AP_055-complete,12_AP_060-complete,01_HOOFD_250_1-complete,01_HOOFD_250_2-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_370-complete,01_HOOFD_375-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,13_CRD_010-complete,01_HOOFD_480-complete,01_HOOFD_490_1-complete,01_HOOFD_490_2-complete,01_HOOFD_490_1a-complete,01_HOOFD_491-complete,01_HOOFD_490_5-complete,01_HOOFD_494a-complete,01_HOOFD_490_4-complete,01_HOOFD_510_2a-complete,01_HOOFD_495-complete,01_HOOFD_500-complete,01_HOOFD_510_0-complete,01_HOOFD_510_1-complete,01_HOOFD_510_4-complete,01_HOOFD_510_2-complete,01_HOOFD_510_3-complete,01_HOOFD_515-complete,01_HOOFD_519-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 681,1,44,"26 days, 1 hour",2250000000,"26 days, 1 hour",2250000000,01_HOOFD_010-complete,01_HOOFD_011-complete,03_GBH_005-complete,01_HOOFD_015-complete,01_HOOFD_020-complete,01_HOOFD_030_2-complete,01_HOOFD_030_1-complete,02_DRZ_010-complete,04_BPT_005-complete,01_HOOFD_061-complete,01_HOOFD_065_2-complete,01_HOOFD_065_1-complete,01_HOOFD_110_1-complete,01_HOOFD_099-complete,01_HOOFD_110_2-complete,01_HOOFD_180-complete,08_AWB45_005-complete,01_HOOFD_195-complete,01_HOOFD_196-complete,01_HOOFD_200-complete,01_HOOFD_250_1-complete,01_HOOFD_250_2-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_370-complete,01_HOOFD_375-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,01_HOOFD_490_1-complete,01_HOOFD_491-complete,01_HOOFD_490_4-complete,01_HOOFD_490_5-complete,01_HOOFD_495-complete,01_HOOFD_500-complete,01_HOOFD_510_1-complete,01_HOOFD_510_2-complete,01_HOOFD_515-complete,01_HOOFD_510_3-complete,01_HOOFD_510_4-complete,01_HOOFD_519-complete,01_HOOFD_516-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 682,1,5,"4 days, 12 hours",392320000,"4 days, 12 hours",392320000,01_HOOFD_010-complete,01_HOOFD_011-complete,03_GBH_005-complete,01_HOOFD_015-complete,01_HOOFD_020-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 683,1,60,"61 days, 1 hour",5274000000,"61 days, 1 hour",5274000000,01_HOOFD_010-complete,01_HOOFD_065_2-complete,01_HOOFD_030_2-complete,01_HOOFD_011-complete,03_GBH_005-complete,01_HOOFD_015-complete,01_HOOFD_020-complete,12_AP_020_2-complete,01_HOOFD_030_1-complete,02_DRZ_010-complete,04_BPT_005-complete,01_HOOFD_061-complete,01_HOOFD_065_1-complete,01_HOOFD_110_1-complete,01_HOOFD_110_2-complete,01_HOOFD_180-complete,08_AWB45_005-complete,01_HOOFD_195-complete,01_HOOFD_196-complete,01_HOOFD_200-complete,01_HOOFD_250_1-complete,01_HOOFD_250_2-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_375-complete,01_HOOFD_370-complete,01_HOOFD_380-complete,12_AP_010-complete,12_AP_011-complete,12_AP_020_1-complete,12_AP_025-complete,12_AP_030-complete,12_AP_050-complete,12_AP_055-complete,12_AP_060-complete,01_HOOFD_250_1-complete,01_HOOFD_250_2-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_370-complete,01_HOOFD_375-complete,01_HOOFD_100_0-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,01_HOOFD_490_1-complete,01_HOOFD_491-complete,01_HOOFD_490_4-complete,01_HOOFD_490_5-complete,01_HOOFD_495-complete,01_HOOFD_500-complete,01_HOOFD_510_1-complete,01_HOOFD_510_2-complete,01_HOOFD_510_3-complete,01_HOOFD_510_4-complete,01_HOOFD_515-complete,01_HOOFD_519-complete,01_HOOFD_516-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 684,1,44,"26 days, 1 hour",2250000000,"26 days, 1 hour",2250000000,01_HOOFD_010-complete,01_HOOFD_011-complete,03_GBH_005-complete,01_HOOFD_015-complete,01_HOOFD_020-complete,01_HOOFD_030_2-complete,01_HOOFD_030_1-complete,02_DRZ_010-complete,04_BPT_005-complete,01_HOOFD_061-complete,01_HOOFD_065_2-complete,01_HOOFD_065_1-complete,01_HOOFD_099-complete,01_HOOFD_110_1-complete,01_HOOFD_110_2-complete,01_HOOFD_180-complete,08_AWB45_005-complete,01_HOOFD_195-complete,01_HOOFD_196-complete,01_HOOFD_200-complete,01_HOOFD_250_1-complete,01_HOOFD_250_2-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_370-complete,01_HOOFD_375-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,01_HOOFD_490_1-complete,01_HOOFD_491-complete,01_HOOFD_490_4-complete,01_HOOFD_495-complete,01_HOOFD_500-complete,01_HOOFD_510_1-complete,01_HOOFD_510_4-complete,01_HOOFD_510_3-complete,01_HOOFD_515-complete,01_HOOFD_519-complete,01_HOOFD_510_2-complete,01_HOOFD_490_5-complete,01_HOOFD_516-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 685,1,44,"25 days, 1 hour",2163600000,"25 days, 1 hour",2163600000,01_HOOFD_010-complete,01_HOOFD_011-complete,03_GBH_005-complete,01_HOOFD_015-complete,01_HOOFD_020-complete,01_HOOFD_030_1-complete,01_HOOFD_030_2-complete,02_DRZ_010-complete,04_BPT_005-complete,01_HOOFD_061-complete,01_HOOFD_065_1-complete,01_HOOFD_065_2-complete,01_HOOFD_110_2-complete,01_HOOFD_110_1-complete,01_HOOFD_180-complete,08_AWB45_005-complete,01_HOOFD_195-complete,01_HOOFD_196-complete,01_HOOFD_200-complete,01_HOOFD_250_2-complete,01_HOOFD_250_1-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_375-complete,01_HOOFD_370-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,01_HOOFD_490_1-complete,01_HOOFD_491-complete,01_HOOFD_490_4-complete,01_HOOFD_490_5-complete,01_HOOFD_495-complete,01_HOOFD_500-complete,01_HOOFD_099-complete,01_HOOFD_510_2-complete,01_HOOFD_510_1-complete,01_HOOFD_510_3-complete,01_HOOFD_510_4-complete,01_HOOFD_515-complete,01_HOOFD_519-complete,01_HOOFD_516-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 686,1,43,"24 days, 1 hour",2077200000,"24 days, 1 hour",2077200000,01_HOOFD_010-complete,01_HOOFD_011-complete,03_GBH_005-complete,01_HOOFD_015-complete,01_HOOFD_020-complete,01_HOOFD_030_1-complete,01_HOOFD_030_2-complete,02_DRZ_010-complete,04_BPT_005-complete,01_HOOFD_061-complete,01_HOOFD_065_1-complete,01_HOOFD_065_2-complete,01_HOOFD_110_1-complete,01_HOOFD_110_2-complete,01_HOOFD_180-complete,08_AWB45_005-complete,01_HOOFD_195-complete,01_HOOFD_196-complete,01_HOOFD_200-complete,01_HOOFD_250_1-complete,01_HOOFD_250_2-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_370-complete,01_HOOFD_375-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,01_HOOFD_490_1-complete,01_HOOFD_491-complete,01_HOOFD_490_4-complete,01_HOOFD_490_5-complete,01_HOOFD_495-complete,01_HOOFD_500-complete,01_HOOFD_510_1-complete,01_HOOFD_510_2-complete,01_HOOFD_510_3-complete,01_HOOFD_515-complete,01_HOOFD_510_4-complete,01_HOOFD_519-complete,01_HOOFD_516-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 687,1,56,"45 days, 1 hour",3891600000,"45 days, 1 hour",3891600000,01_HOOFD_010-complete,01_HOOFD_011-complete,03_GBH_005-complete,01_HOOFD_015-complete,01_HOOFD_020-complete,01_HOOFD_030_2-complete,01_HOOFD_030_1-complete,08_AWB45_020_2-complete,02_DRZ_010-complete,04_BPT_005-complete,01_HOOFD_061-complete,01_HOOFD_065_1-complete,01_HOOFD_065_2-complete,01_HOOFD_099-complete,01_HOOFD_110_1-complete,01_HOOFD_110_2-complete,01_HOOFD_180-complete,08_AWB45_005-complete,08_AWB45_010-complete,08_AWB45_020_1-complete,08_AWB45_025-complete,08_AWB45_030-complete,08_AWB45_040-complete,08_AWB45_045-complete,08_AWB45_051_0-complete,01_HOOFD_190_1-complete,01_HOOFD_190_2-complete,01_HOOFD_193-complete,08_AWB45_005-complete,01_HOOFD_195-complete,01_HOOFD_196-complete,01_HOOFD_200-complete,01_HOOFD_250_1-complete,01_HOOFD_250_2-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_370-complete,01_HOOFD_375-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,01_HOOFD_490_1-complete,01_HOOFD_491-complete,01_HOOFD_490_4-complete,01_HOOFD_490_5-complete,01_HOOFD_495-complete,01_HOOFD_500-complete,01_HOOFD_510_2-complete,01_HOOFD_510_1-complete,01_HOOFD_510_3-complete,01_HOOFD_515-complete,01_HOOFD_510_4-complete,01_HOOFD_519-complete,01_HOOFD_516-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 688,1,73,194 days,16761600000,194 days,16761600000,01_HOOFD_010-complete,01_HOOFD_011-complete,03_GBH_005-complete,01_HOOFD_015-complete,01_HOOFD_020-complete,01_HOOFD_030_2-complete,01_HOOFD_030_1-complete,02_DRZ_010-complete,04_BPT_005-complete,04_BPT_010-complete,04_BPT_020-complete,04_BPT_021-complete,04_BPT_029-complete,04_BPT_030-complete,04_BPT_040-complete,04_BPT_041-complete,04_BPT_060-complete,01_HOOFD_065_2-complete,01_HOOFD_065_1-complete,01_HOOFD_090-complete,01_HOOFD_110_1-complete,01_HOOFD_110_2-complete,01_HOOFD_180-complete,08_AWB45_005-complete,01_HOOFD_195-complete,01_HOOFD_196-complete,01_HOOFD_200-complete,01_HOOFD_250_1-complete,01_HOOFD_250_2-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_370-complete,01_HOOFD_375-complete,01_HOOFD_380-complete,01_HOOFD_440_1-complete,01_HOOFD_440_2-complete,01_HOOFD_445-complete,01_HOOFD_446-complete,01_HOOFD_450-complete,01_HOOFD_455-complete,01_HOOFD_460-complete,01_HOOFD_465-complete,10_UOV_010-complete,10_UOV_039-complete,10_UOV_040-complete,10_UOV_050_2-complete,10_UOV_050_1-complete,10_UOV_050_3-complete,10_UOV_030-complete,10_UOV_060-complete,10_UOV_061-complete,10_UOV_065-complete,10_UOV_070-complete,10_UOV_080-complete,10_UOV_100-complete,10_UOV_120-complete,12_AP_UOV_010-complete,11_AH_II_010-complete,01_HOOFD_490_2-complete,01_HOOFD_490_1-complete,01_HOOFD_490_4-complete,01_HOOFD_491-complete,01_HOOFD_490_5-complete,01_HOOFD_495-complete,01_HOOFD_500-complete,01_HOOFD_510_1-complete,01_HOOFD_510_2-complete,01_HOOFD_510_3-complete,01_HOOFD_510_4-complete,01_HOOFD_515-complete,01_HOOFD_519-complete,01_HOOFD_520-complete,01_HOOFD_516-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
